[mju:z],"(49.2002609, 16.6072772)"
PIVNICE NA JUNGMANCE,"(49.3033588, 16.526695)"
Pivnice U Čápa,"(49.1996298, 16.5980485)"
Pivnice U SAMA,"(49.2173462, 16.5087154)"
Pivovarská Restaurace Starobrno,"(49.1908317, 16.5927466)"
Pizza bar Těsně vedle Brno,"(49.2006692, 16.6141114)"
Pizza Coloseum,"(49.1934065, 16.6069181)"
Pizza GRAND PRIX rozvoz,"(49.1896888, 16.5853581)"
Pizza Hamm,Neznámé
Pizza Kanas,"(49.1064591, 16.754215)"
Pizza Toscana,"(49.1922443, 16.6113382)"
Pizza u Honzy,"(49.2004691, 16.6127976)"
PIZZA ZAKKI,"(49.2025741, 16.6062494)"
Pizzaland,"(49.2141632, 16.6430704)"
Pizzan Restaurant,"(49.1927864, 16.6117408783572)"
Pizzeria - Ristorante Gazebo,"(49.210851, 16.6240049)"
Pizzeria Amigo,"(49.2180823, 16.5539045)"
Pizzeria Árčí,"(49.1798729, 16.560468)"
Pizzeria Borgia,"(49.2241297, 16.5948537)"
Pizzeria Da Buffi,"(49.2191589, 16.5542843)"
Pizzeria Di Gusto,"(49.2082484, 16.6859062)"
Pizzeria Kogo,"(49.172458, 16.6014816)"
Pizzeria La Gamba,"(49.2224266, 16.624084)"
Pizzeria La Rossa ,"(49.2121747, 16.6080133)"
Pizzeria Molino Ristorante,"(49.3536097, 16.4044055)"
Pizzeria Primavera,"(49.245075, 16.5810468)"
pizzeria ristorante AL CAPONE,"(49.2103992, 16.6014543)"
Pizzerie Brevi Manu ,"(49.2032785, 16.6116848)"
Pizzerie Issima,"(49.2214291, 16.585963)"
Pizzerie LaPeda,"(49.1869155, 16.5947971)"
Pizzerie Mediterrane,"(49.200964, 16.6006547)"
Pizzerie Morava,"(49.2009167, 16.6005528)"
Pizzerie Paradiso,"(49.1922443, 16.6113382)"
Pizzerie Peperone,"(49.1895701, 16.6084979)"
Pizzerie selská,"(49.2171695, 16.6438016)"
Pizzerie Sukulent,"(49.2035818, 16.6138365)"
Pizzerie Tyrkys,"(49.2117473, 16.5789744)"
Pizzerie Va Bene,"(49.2110403, 16.583156)"
pizzerie VIVA,"(49.2110403, 16.583156)"
Plameňák,"(49.1908757, 16.6036308)"
Plzeňská pivnice na radnici,"(49.20579075, 16.657694200089)"
Pod ořechy,"(49.2077675, 16.6420511)"
Pod Radničním Kolem,"(49.1928748, 16.6080498)"
Pod Špilberkem,"(49.1929543, 16.6047294)"
Pohádková hospůdka,"(49.2183749, 16.5880641)"
Pohostinství na Jílkové,"(49.1959465, 16.6381427)"
point,"(49.2084172, 16.6278697)"
POINT restaurant,"(49.2084172, 16.6278697)"
Pojd na kafe,"(49.1989506, 16.5931669)"
Polévkárna pod schody,"(49.2069202, 16.6121973)"
PONTOS,"(49.184689, 16.5798432)"
Porta da Terra,"(49.1338629, 16.6159672)"
Potrefená husa,"(49.1924382, 16.6073695)"
Potrefená Husa,"(49.187935, 16.6142785)"
Potrefená husa,"(49.2079057, 16.6862221)"
Potrefená husa,"(49.2079057, 16.6862221)"
Prígl Pub,"(49.225629, 16.526972)"
Probe centrum,"(49.20579075, 16.657694200089)"
Prominent,"(49.18423085, 16.5804602194215)"
Přehradní krčma,"(49.2296895, 16.5175991)"
Pub Loď Veveří,"(49.2296895, 16.5175991)"
PUXpub,"(49.1985219, 16.6007629)"
Quán Viet,"(49.1936675, 16.6084858)"
QUANVIET,"(49.1936675, 16.6084858)"
Ratejna Music Restaurant,"(49.196657, 16.6131881)"
Rebio,"(49.1940996, 16.6126594)"
Reduta Café Restaurant,"(49.1923102, 16.6089499132576)"
Redwall Café,"(49.2014029, 16.6432568)"
Remix,"(49.1982976, 16.6057292)"
Rendez - vous,"(49.1973204, 16.607744)"
Restaurace  Dukát,"(49.2320654, 16.6178263)"
Restaurace a hotel U kašny,"(49.0118535, 16.6544551)"
Restaurace a penzion Gallus,"(49.309008, 16.6201115)"
Restaurace a penzion U kocoura,"(49.2195226, 16.6435773)"
Restaurace a pivnice U Zlaté Konve,"(49.1985198, 16.5942454)"
Restaurace Atrium OREA Hotelu Voroněž,"(49.18561755, 16.5852891902374)"
Restaurace Belcredi,"(49.2053723, 16.6971989)"
Restaurace Betlém,"(49.2167364, 16.6243522)"
Restaurace Borgeska,Neznámé
Restaurace Brno- chrlice,"(49.1333782, 16.6514435)"
Restaurace Corner,"(49.2040467, 16.6240846)"
Restaurace Dělnický Dům,"(49.1959152, 16.6503578)"
Restaurace Divá Bára,"(49.2099281, 16.6027362)"
Restaurace DTJ Garda,"(49.1649183, 16.5612945)"
Restaurace Farma - Obřany,"(49.2249642, 16.6636694)"
Restaurace Flora,"(49.1969424, 16.6064081)"
Restaurace Formanka,Neznámé
Restaurace Formanka,"(49.2005258, 16.6062954)"
Restaurace HNÍZDO,"(49.1798148, 16.6720513)"
Restaurace Hvězda,"(49.2275355, 16.5339923)"
Restaurace Jasmín,"(49.210478, 16.6800293)"
Restaurace Kaverna,"(49.1992949, 16.6023369)"
Restaurace Kavkaz,"(49.1686632, 16.5721961)"
Restaurace LEGUANA,"(49.1701048, 16.577212)"
Restaurace Líšeňský pivovar,"(49.2108432, 16.6806274)"
Restaurace Lloyd´s,"(49.2160686, 16.5997496)"
Restaurace Mikulášek,"(49.2124374, 16.6322232)"
Restaurace Na Devadesátce,"(49.2220345, 16.5864236)"
Restaurace Na Dolnici,"(49.253293, 16.5891258)"
Restaurace Na Statku,Neznámé
Restaurace Na Vyhlídce aneb u Černé báby,"(49.2229003, 16.6332617)"
Restaurace Nautilus,"(49.19032195, 16.6758068161714)"
Restaurace Okruh,"(49.1803455, 16.5624201)"
Restaurace Palazzo,"(49.19248655, 16.6055692175395)"
Restaurace Pastouška,"(49.19589105, 16.6339440082948)"
Restaurace PEKANDA,"(49.1916986, 16.5961127)"
Restaurace Plameňák,"(49.2188534, 16.5053057)"
Restaurace Plzeňka,"(49.1949464, 16.6057418)"
Restaurace Plzeňský dvůr,"(49.2109905, 16.5948208)"
Restaurace Pohoda,"(49.29971, 16.5353925)"
Restaurace Portum,"(49.2434018, 16.5155559279326)"
Restaurace Přístav U Vodů,"(49.2271806, 16.524969)"
Restaurace Racek,"(49.1645211, 16.7212295)"
Restaurace Rozsocháč,"(49.1851813, 16.3834373)"
Restaurace Rustical,"(49.1818493, 16.5885867)"
Restaurace Sklípek,"(49.2089837, 16.6003345)"
Restaurace Stará Pošta,"(49.1851855, 16.8261934)"
Restaurace Špalíček,"(49.1923102, 16.6089499132576)"
Restaurace Tanganika,"(49.2135257, 16.5747848)"
Restaurace Tatra,"(49.1064122, 16.764317)"
Restaurace Terasa,"(49.1728548, 16.6237589)"
Restaurace Tišnovská Rychta,"(49.3477668, 16.420512)"
Restaurace Tropicana,"(49.2088584, 16.6099682)"
Restaurace Tukan,"(49.2452803, 16.5818834)"
Restaurace U Honzáků,"(49.1333782, 16.6514435)"
Restaurace U Klímů,"(49.3088249, 16.6149589)"
Restaurace U raka,"(49.2056577, 16.7169353)"
Restaurace Union,"(49.1788401, 16.5961351)"
"Restaurace v lužáneckém parku, areálu tenisového klubu TC MJ-BLTC BRNO ","(49.2108502, 16.6132822)"
Restaurace Velorex,"(49.170151, 16.4062027)"
Restaurace Veselá 2,"(49.194505, 16.6070782)"
Restaurace Wellington Cafe,"(49.2478599, 16.5811088)"
Restaurace Za kapličkou,"(49.2119821, 16.5784675)"
Restaurace/Pizzerie LORIA,"(49.1257761, 16.6954692)"
Restaurant A LA CARTE - OREA Hotel Voroněž,"(49.18561755, 16.5852891902374)"
Restaurant Anena,"(49.1911068, 16.6030582)"
Restaurant Bueno Farma,"(49.2188999, 16.6162052794304)"
Restaurant Cadentes,Neznámé
Restaurant císaře Leopolda,"(49.1942279, 16.6126487)"
Restaurant Garden,"(49.2088129, 16.4147347)"
Restaurant Gourmand,"(49.1922579, 16.6122453)"
Restaurant hotel Slávia,"(49.1963642, 16.6042057)"
Restaurant Nebeský mlýn,"(49.226619, 16.5926574)"
Restaurant pub U Dudáka,"(49.20579075, 16.657694200089)"
Restaurant U Rudého vola,"(49.1952271, 16.6090103)"
Restaurant Viktoria ,"(49.1761966, 16.616675)"
Restaurant Welcome,"(49.2236411, 16.5939556)"
Retro - mňamky naší mamky,"(49.2046694, 16.6028616)"
Retro Consistorium Restobar,"(49.1930162, 16.6077478)"
Ricciano,"(49.1969623, 16.6085328)"
"Rio, restaurante brasileiro","(49.2179064, 16.6206443)"
Risto Pizza Pub Tusto,"(49.1879232, 16.6066202)"
Ristorante a Pizzeria Arca di Adria,"(49.19472915, 16.6084335130782)"
Ristorante Giardino,"(49.2086405, 16.615112)"
Ristorante Piazza,"(49.1947646, 16.6092244)"
Ristorante Piccolo Mondo,"(49.1996896, 16.5983513)"
Ristorante RIALTO,"(49.2100004, 16.5877343)"
Ristorante ROMA,"(49.1934065, 16.6069181)"
"Ristorante, pizzeria Lucresia","(49.1923102, 16.6089499132576)"
Robin Hood,"(49.1949665, 16.6141169)"
Rockin,"(49.2018442, 16.600977)"
RockStar Café,"(49.3475785, 16.4192938)"
Rodeo Drive,"(49.195777, 16.6081937)"
Rosnička,"(49.2064578, 16.5751843)"
Rotor-bar,"(49.1959258, 16.6110827)"
Royal Club ,"(49.2013119, 16.6135303)"
"RUBEN""S RESTAURANT","(49.2306694, 16.6486834)"
Rubín Restaurant ,"(49.2185109, 16.5760594)"
Růžová slepička,"(49.1943386, 16.6104065)"
Rybí bistro RYBENKA ,"(49.2103992, 16.6014543)"
Rynk,"(49.1926046, 16.6096209)"
Rytířská krčma,"(48.9808299, 16.5212221)"
Sabaidy1 - Lao Thai Restaurant,"(49.2028172, 16.6103913)"
Salon Daguerre - obskurní bar,"(49.2001289, 16.6018283)"
SAMOVAR - Ruská restaurace,"(49.2001797, 16.6089535)"
Sandonoriko,"(49.1916408, 16.6545558)"
Sapanel,"(49.2152947, 16.5659551)"
Satyam Indian Fast food,"(49.2170681, 16.6084079)"
Satyam Indian Restaurant,"(49.1869067, 16.5866465)"
SAVARIN RESTAURANT,"(49.1878785, 16.6137391)"
Sborovna,"(49.20365, 16.6031259)"
Sega Fredo,"(49.1918593, 16.6116116)"
SegaPro,"(49.1918134, 16.6123132)"
Semilasso,"(49.0765039, 16.6075261)"
Severka,"(49.2076556, 16.5979152)"
Shanghai,"(49.1917862, 16.600356)"
Sharingham,"(49.1861111, 16.5954172)"
Sherlock Holmes Pub,"(49.1962823, 16.6082714)"
Sherwood,"(49.2086993, 16.6488122)"
Schnitzel House,"(49.1971928, 16.6088521)"
Siam Thai,"(49.1997442, 16.5986505)"
Siesta Lobby & Wine Restaurant,"(49.1949464, 16.6057418)"
Silmaril,"(49.1698862, 16.5815333)"
Simplé,"(49.2019241, 16.5952911)"
Sitara,"(49.2170681, 16.6084079)"
Skanzeen,"(49.191824, 16.59714)"
Sklep,"(49.1988688, 16.5932642)"
Sklípeček,Neznámé
Sluneční dvůr,"(49.1771448, 16.6875062)"
Smaltovna pub,"(49.2403576, 16.5737823)"
Snack bar Lila,"(49.1922443, 16.6113382)"
snack bar Trio,"(49.2053741, 16.6111557)"
SOHO CAFFÉ ,"(49.13235, 16.6338038)"
SONÁTA,"(49.1967655, 16.6043545)"
"SONÁTA - RESTAURACE, KAVÁRNA","(49.1968395, 16.6042396)"
Spielberk café,"(49.1814934, 16.6057565)"
Spirit Bar,"(49.1924759, 16.6112375)"
Sport bar ARENA,"(49.189083, 16.6046822)"
Sportbar Pardál,"(49.178171, 16.6822339)"
Správné místo,"(49.2236411, 16.5939556)"
Stáj,"(49.2011805, 16.6000441)"
Starobrněnská pivnice na Divadelní ,"(49.1946898, 16.6141722)"
Starobrněnský/Slatinský šenk,"(49.1780231, 16.6852507)"
STAVBA restaurace,"(49.2012246, 16.5991113)"
STEAK HOUSE HIGHLANDER,"(49.195121, 16.6072512)"
Steak House Jack,"(49.1989393, 16.5933198)"
Steak Pub Jack,"(49.2191589, 16.5542843)"
Steakový a pivní bar Pod lékárnou,"(49.2001289, 16.6018283)"
Stern Original Restaurant,"(49.2032296, 16.6109791)"
Stopkova Plzeňská Pivnice,"(49.1922443, 16.6113382)"
Stratosfera restaurant M- Palác  Brno,"(49.1817233, 16.6039397)"
Stronghold,"(49.2382587, 16.5830288)"
Středověká krčma,"(49.194265, 16.6081718775097)"
SUNSET RESTAURANT,"(49.2001436, 16.6139364)"
Sunset Restaurant - kvalitní restaurace Brno,"(49.2001436, 16.6139364)"
Super Panda Circus,"(49.1951727, 16.604141)"
Surda's Curry Bar,"(49.2009142, 16.6078601)"
SUSHI Noodles,"(49.1394586, 16.6315115)"
Sushi Point Olympia Brno,"(49.1394586, 16.6315115)"
SUSHI YA,"(49.2107375, 16.6028502)"
Suzie's Pizzerie & Restaurant,"(49.1970252, 16.6010192)"
Svatovavřinecký dvůr,"(49.2517615, 16.5817191)"
Svitavská rychta,"(49.202022, 16.6406349)"
Szeged,"(49.2059617, 16.6050209)"
Šelepova No. 1 - ŠELEPKA,"(49.2127031, 16.5939331)"
Šenk u Kalicha,"(49.2116727, 16.6016591)"
Šermířský Klub L. A. G.,"(49.1918687, 16.6037368)"
Šnyt Pálavanka (aka Lobkowicz pub),"(49.20579075, 16.657694200089)"
Špargl,"(49.2000241, 16.5991)"
Špilberk Food Festival,"(49.1940967, 16.59984)"
Švejk Restaurant & Pension,"(49.1690269, 16.57886)"
Taiwan Bento,"(49.1917025, 16.6111264)"
TANKOVNA,"(49.2017561, 16.6019663)"
Taverna Athena,"(49.2081004, 16.6043455)"
Taverna John Silver,"(49.2370849, 16.6263225)"
terasa,"(49.1922443, 16.6113382)"
Thalie,"(49.1974647, 16.6113094)"
The Immigrant Pub,"(49.2031433, 16.596854)"
The Pub,"(49.1963133, 16.6089)"
TIME OUT restaurace a bar,"(49.2466159, 16.5877731)"
TIMGAD Restaurant,"(49.1971094, 16.6129346)"
TINTO,"(49.2012246, 16.5991113)"
Tivoli cafe,"(49.2046138, 16.5951843)"
TO PRAVÉ OŘECHOVÉ,"(49.2119386, 16.6201001)"
TokoRi,"(49.1997729, 16.6098191)"
Tomato Fresh Restaurant,"(49.2188999, 16.6162052794304)"
Topas club,"(49.2081566, 16.5823168)"
Tora,"(49.1966203, 16.6053858)"
Tortuga,Neznámé
Tramin,"(49.194984, 16.6074347)"
Transistor - Long Distance Bar,"(49.2062058, 16.6020484)"
Trapas bar,"(49.1998756, 16.6060506)"
Triniti,"(49.1878785, 16.6137391)"
Trio Snack Bar,"(49.2046924, 16.6101715)"
Tripoli Restaurant,"(49.187935, 16.6142785)"
TRYZUB,"(49.1921311, 16.6258968)"
Tukan London Restaurant,"(49.2452803, 16.5818834)"
Tulip Restaurant,"(49.0927464, 16.367014)"
TWO COWBOYS’ PUB WESTERN STEAK HOUSE,"(49.2048944, 16.6019966)"
u 3 opic,"(49.2257558, 16.5932732)"
U 3 OPIC Pub & Restaurant,"(49.2257558, 16.5932732)"
U Abána,"(49.1705552, 16.5689897)"
U baláků,"(49.2176437, 16.597882)"
U Bílého beránka,"(49.2078566, 16.6037835)"
U Bílého koníčka,"(49.2081635, 16.6059438)"
U Boba,"(49.0927464, 16.367014)"
U Čáliho,"(49.2153735, 16.6220388)"
U Dobré kozy,"(49.2142948, 16.6007799)"
U DOBRÉHO PASTÝŘE,"(49.2019241, 16.5952911)"
U Draka,"(49.1953578, 16.6088216)"
U Draka (Brno - ul. Veveří),"(49.1990352, 16.6032081)"
U Dreveneho Orla,"(49.1932195, 16.6102584)"
U Dřeváka Beer&Grill,"(49.2091127, 16.6009335)"
U Emila,"(49.1890251, 16.6063912)"
U Fidela,"(49.2064724, 16.6761095)"
U Gazdů,Neznámé
U Hejmalů,"(49.2224552, 16.5893205)"
U Heligonky,"(49.1980803, 16.6253783711485)"
U Hodného pastýře,"(49.2103772, 16.6629198)"
U hodnýho psa,"(49.2244409, 16.5902086)"
U hodnýho psa.,"(49.2244409, 16.5902086)"
U hovězího pupku,"(49.179903, 16.595676)"
U Chluparů,"(49.2005447, 16.5963105)"
U Indiána (Indoš),"(49.1976173, 16.6463422)"
U Jeníka,"(49.2006689, 16.6074883)"
U Jiřího,Neznámé
U JOŠTA,"(49.1962296, 16.605684)"
U Kamenné panny,"(49.1931846, 16.6115017)"
U Karla,"(49.2060205, 16.6027159)"
U kormidla,"(49.2018818, 16.6013913)"
U Kosa,"(49.2216054, 16.554972)"
U Krále Jířího,"(49.2115913, 16.6217382)"
U KŘIVÉ VRTULE,"(49.2423875, 16.5657694)"
U Kyršů,"(49.2105506, 16.586793)"
U lasa,"(49.2093572, 16.6240251)"
"U Lucerny, restaurace","(49.1999237, 16.602064)"
U Malchrů,"(49.1959341, 16.6494643)"
U Maníka,"(49.2439224, 16.5850155)"
U měděné pánve,"(49.1910983, 16.6257363)"
U Mlsné kozy,"(49.1954517, 16.6099376)"
U Mocnáře,"(49.2179189, 16.5548236)"
U Nudle,"(49.1680743, 16.5638737)"
U OSLŮ,"(49.2032357, 16.5990077)"
U Pandura,"(49.1917962, 16.6093384)"
U Pantátů,"(49.193058, 16.6513457)"
U Patriotů,"(49.2205113, 16.5871535)"
U Pavouka,"(49.2078073, 16.6275801)"
U pece,"(49.1060729, 16.4679614)"
U Plaza,"(49.2158002, 16.5887552)"
U Primů,"(49.2109439, 16.5850925)"
U průmyslovky,"(49.2025072, 16.5976596)"
U raka,"(49.2056577, 16.7169353)"
U Richarda,"(49.2073769, 16.4839073)"
U Richarda,"(49.1962776, 16.601844)"
U Richarda (na Údolní),"(49.1962776, 16.601844)"
U Růžového pantera,"(49.2126603, 16.6348051)"
"U Rytíře, ...pivní a vinný bar","(49.192488, 16.6080272)"
U Septima,"(49.1813431, 16.5991708)"
U Soba,"(49.217599, 16.5627334)"
U Starýho Billa,"(49.2018649, 16.6120342)"
U supa,"(49.2547132, 16.6226177)"
U Svatého Václava,"(49.2239827, 16.5933387)"
U štiky,"(49.2138096, 16.6230625)"
U Štíra,Neznámé
U Šuláka,Neznámé
U Tančícího hrocha,Neznámé
U Tomana,"(49.195121, 16.6072512)"
U Trávníčka,"(49.1300932, 16.6043718)"
U třech Čertů - krčma,"(49.1923533, 16.6070205)"
U všech čertů,"(49.2169724, 16.5991492)"
U Zlatého Meče,"(49.1932765, 16.6078036)"
Umami,"(49.1977215, 16.6127696)"
V Club,"(49.1986424, 16.5893672)"
V melounovém cukru,"(49.19291, 16.6118992)"
V práci,"(49.2082433, 16.602753)"
V.I.P. restaurant,"(49.2012246, 16.5991113)"
Valaška,"(49.2236411, 16.5939556)"
Valhalla,"(49.1916831, 16.602007)"
Valoria,"(49.1632559, 16.6044747)"
Varna bar a restaurant,"(49.1970409, 16.6066813)"
VELKÁ KLAJDOVKA,"(49.2169448, 16.6807241232204)"
Veselá kavárna,"(49.2439224, 16.5850155)"
Veselá vačice,"(49.1973015, 16.6093456)"
Vesmír,"(49.195234, 16.6102403)"
Veteran car pivní a steakový restaurant,"(49.1640119, 16.5782967)"
Vida - Moravian Science Centre - restaurace,"(49.186618, 16.5844271)"
Vídeňka Café,"(49.1839339, 16.5952444)"
Vinárna Arka,"(49.2101949, 16.557472)"
Vinný restaurant U Radnice,"(49.2048236, 16.6610985)"
Vinotéka MV61,"(49.1943386, 16.6104065)"
Vinotéka Perly vín z Jižní Moravy,"(49.1961806, 16.60965)"
Vinotéka U MERCI,"(49.1975138, 16.6111914)"
Vinotéka U šohajíčka,"(49.1984486, 16.6142208)"
Vista Hotel,"(49.2360884, 16.5822729996399)"
Vitalité zdravý restaurant,"(49.2021922, 16.6075834)"
Vivobene Gusto,"(49.1959239, 16.6091807)"
Vulcano,"(49.1677531, 16.5748406317466)"
Výčep Na stojáka,"(49.1967555, 16.6092906)"
Výčep Na stojáka,"(49.1923522, 16.604618)"
Výletní Hospoda Princezna,"(49.2463267, 16.5053601)"
Výletní restaurace U LVA,"(49.2436953, 16.513587)"
Výtopna,"(49.1926383, 16.6069824)"
Wang running sushi ,"(49.1943428, 16.6098029)"
Wayland club,"(49.1901176, 16.5824562)"
Westminster,"(49.1922443, 16.6113382)"
Whiskey bar,"(49.1991951, 16.5915696)"
Whisky Bar Valevil,"(49.1901357, 16.6060111)"
x,"(49.1200938, 16.5664351748084)"
Yucatan,"(49.213645, 16.5935705)"
Za sedmero,"(49.287854, 16.6306213)"
Zannam restaurant,"(49.2148936, 16.6437648)"
Zappadlo bar restaurant,"(49.2116727, 16.6016591)"
Zbojnická izba,"(49.1869067, 16.5866465)"
Zelená kočka,"(49.2119328, 16.5925566)"
Zelená kočka - Dalešický pivovarský restaurant,"(49.19699, 16.6059696)"
Zelená Kočka Pivárium,"(49.195946, 16.6101585)"
Zemský Dům,"(49.1993007, 16.6049392)"
Zlatá loď,"(49.1955303, 16.6084577)"
Zlatá miska,"(49.1971288, 16.601141)"
Zlatá muška,"(49.1936675, 16.6084858)"
Zlatá veverka,"(49.1928372, 16.6097852)"
Zlaty Orel,"(49.1561217, 16.5974991)"
Zorbas,"(49.2028729, 16.5984283)"
Žebětínský dvůr,"(49.2075125, 16.4875058)"
Železná Růže,"(49.18966865, 16.5874910062538)"
